Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,23.948181,23.249054,0.0,7.1317353
20240313,24.413055,23.562775,0.067804575,8.650012
20240314,24.271729,23.483673,0.0,7.8606844
20240315,25.009796,23.266724,0.0,7.6124153
20240316,25.131775,23.900055,0.0,7.774699
20240317,25.849792,23.523651,0.0,5.421322
20240318,25.373657,24.100464,0.0,6.8540454
