Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,30.810638,18.388702,0.0,6.6404696
20240313,31.608185,17.049896,0.0,7.252601
20240314,31.081024,15.426117,5.0782088e-05,6.2629356
20240315,34.29831,14.4470215,0.0004537834,6.229537
20240316,34.65503,15.175598,0.0037257955,6.689832
20240317,34.1969,14.503082,0.00081831915,6.2032933
20240318,37.92218,15.394989,0.0,6.6642776
