Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,20.980896,9.435486,0.0,15.888181
20240314,22.017548,8.916718,0.0,16.087702
20240315,24.014374,12.367126,0.0,13.326463
20240316,25.727844,11.4539795,0.0,11.03012
20240317,28.003448,15.611267,0.0,8.135093
20240318,29.677979,17.317871,0.0,7.804857
20240319,31.181458,16.738922,0.0,7.1703815
