Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,33.799835,13.779449,0.0,6.8683496
20240313,34.09485,12.326477,0.0,6.661216
20240314,35.31378,13.5668335,0.0,6.062056
20240315,35.634735,14.148285,0.007198891,5.223463
20240316,36.063263,16.335724,0.055006504,4.815721
20240317,36.415802,18.521423,0.003551267,4.554087
20240318,35.751495,12.312958,0.0,4.362668
