Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,22.793762,11.353943,0.0,9.806131
20240314,23.908142,10.765503,0.0,6.4103336
20240315,25.157806,10.029602,0.0,4.8474755
20240316,25.58078,11.395905,0.0,3.4972658
20240317,30.252594,14.325317,0.0,7.2233863
20240318,31.683167,17.137177,0.0,6.6920447
20240319,31.898254,14.750244,0.0,2.9579358
