Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,33.646484,19.773102,0.0,5.7184014
20240314,33.181854,18.465271,0.0,5.337879
20240315,33.02176,18.844208,0.0,4.2302246
20240316,33.58658,17.843964,0.0,5.203402
20240317,33.680084,17.713776,0.0,4.541217
20240318,34.545807,18.113739,0.0,4.1533914
20240319,36.018097,19.048248,5.0805887e-05,3.8462138
