Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,34.09491,16.493958,0.0,4.8443184
20240314,35.711243,15.892944,0.0,5.1417813
20240315,35.670532,14.711884,0.0,5.066958
20240316,36.11035,14.88916,0.0,5.666598
20240317,35.912018,13.770782,0.0,5.9789596
20240318,36.30066,13.27243,0.0,6.7500916
20240319,37.358032,14.068359,0.0,6.361663
