Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,35.197357,21.407074,0.0,4.7778196
20240314,35.191864,18.348877,0.0,4.3749876
20240315,35.65213,19.134247,0.0,3.701819
20240316,36.697144,19.793,0.0,3.3726027
20240317,38.04132,18.434479,0.0,2.9671354
20240318,39.08084,21.760468,0.0,2.8291516
20240319,40.266876,21.324982,0.0,4.3717246
