Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,30.06189,18.644104,0.0,5.541819
20240313,30.751587,17.496124,0.0,6.0064635
20240314,30.317017,16.513,0.0,5.530854
20240315,32.91104,15.809235,0.0,5.6748266
20240316,33.538513,17.831116,0.0045526945,4.735298
20240317,33.827362,17.05783,0.005716086,5.178433
20240318,35.75534,17.891602,0.0030753855,4.134671
