Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,27.925781,14.337921,0.0,8.251425
20240314,28.314056,14.880707,0.0,4.44572
20240315,29.639069,15.903412,0.0,4.808272
20240316,29.607635,16.59726,0.0,7.4589496
20240317,30.759796,16.503876,0.0,7.268238
20240318,31.742554,17.005585,0.0,5.2108316
20240319,32.47644,19.546234,0.0,4.7089868
