Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,34.136444,17.260925,0.0,3.820823
20240314,34.97989,15.724426,0.0,2.8996844
20240315,34.996063,15.732452,0.0,3.6902835
20240316,35.873444,15.9583435,0.0,4.111251
20240317,35.556885,15.465912,0.0,4.13899
20240318,36.264465,14.532013,0.0,4.569924
20240319,36.579407,15.081909,0.0,5.0828953
