Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,25.352692,10.653107,1.3044455,12.381228
20240313,19.77417,7.630005,0.0,9.850477
20240314,21.523773,5.40683,0.0,6.226762
20240315,24.358246,8.612915,0.0,10.012969
20240316,26.150482,11.177795,0.0,7.8383183
20240317,27.033783,11.952881,0.0,5.321581
20240318,30.657074,16.006561,0.0,8.271905
