Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,29.778748,13.90152,0.16814096,3.485304
20240313,30.951843,14.801392,0.4271198,5.691879
20240314,30.47763,13.790344,0.0,6.2029476
20240315,30.522003,12.061493,0.0,4.403793
20240316,32.01184,12.154419,0.0,6.131417
20240317,31.070557,10.515045,0.0,4.5957665
20240318,31.124542,11.951874,0.0,4.088908
