Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,29.80606,13.248596,0.60307795,13.893351
20240313,22.238464,8.973602,0.0,13.414309
20240314,24.30014,7.9073486,0.0,6.059255
20240315,26.546967,9.746094,0.0,10.07886
20240316,28.554993,10.376923,0.0,8.994466
20240317,29.409576,11.240112,0.0,4.894824
20240318,32.65262,15.410492,0.0,5.0242596
