Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,35.501007,20.256622,0.0,5.519217
20240314,35.315216,18.77945,0.0,4.0252523
20240315,36.915924,17.93637,0.0,6.89418
20240316,37.256348,16.812195,0.0,4.2595253
20240317,37.960358,17.522552,0.0,3.9843037
20240318,38.462555,19.134064,0.0,4.453004
20240319,38.986267,20.519348,0.0,3.5776417
