Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,32.360657,13.864807,0.0,7.2609053
20240314,31.927979,13.338959,0.0,2.9909875
20240315,33.41922,16.04248,0.0,3.518317
20240316,34.024933,16.825104,0.0,4.6232905
20240317,34.944,16.929596,0.0,5.8291554
20240318,36.05121,17.184235,0.0,4.3790693
20240319,36.39044,18.034607,0.0,4.509365
