Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,-0.8782959,-16.606323,0.10652774,14.518192
20240314,-7.9414673,-18.455841,3.5248697e-05,22.801487
20240315,-7.7969055,-19.04071,0.0,13.795774
20240316,-5.759308,-19.080627,0.0,12.793127
20240317,-6.0126953,-18.878555,0.0,8.313567
20240318,-1.5498047,-15.217255,0.0036989301,9.152266
20240319,0.19839478,-9.413696,8.195639e-08,14.551533
