Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,16.32077,7.3862915,4.3165717,4.659155
20240313,11.587769,4.8597717,17.661291,5.1804824
20240314,15.628571,4.284973,0.0,8.793949
20240315,16.203339,7.0511475,0.0,9.486273
20240316,16.24701,4.985718,0.0,6.4125633
20240317,16.22873,4.782074,0.0,8.504582
20240318,18.45868,7.090271,0.0,5.728843
