Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,35.17273,16.631592,0.0,6.6207023
20240313,36.011078,15.601349,0.0,5.285792
20240314,36.912445,16.480316,0.0,5.6522994
20240315,36.848846,14.731537,0.107137606,6.174377
20240316,38.316376,20.973206,0.0051177144,6.2049875
20240317,37.969086,17.533478,0.0,5.365491
20240318,37.53842,15.207947,0.0,4.488572
