Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,23.783783,20.679718,0.00054494786,5.7703667
20240313,24.032166,20.237213,0.0,7.4769588
20240314,24.135956,19.381165,0.0,6.9771996
20240315,25.05365,19.925415,0.0,6.957063
20240316,24.350067,20.380493,0.0,6.000957
20240317,25.583496,21.009827,0.0,7.7729344
20240318,25.69104,20.87799,0.0028153707,5.7062836
