Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,21.768127,9.471466,0.0,9.7856045
20240314,24.63977,7.4177246,0.0,5.4088955
20240315,25.81488,9.6154175,0.0,5.2391376
20240316,27.268616,11.1380005,0.0,3.8319538
20240317,31.531311,13.4401245,0.013921017,6.169458
20240318,32.09961,16.608612,0.02841868,6.4669824
20240319,32.50421,14.125488,0.0,3.9567413
