Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240312,26.55478,9.986877,1.6605922,16.114334
20240313,19.750488,8.506744,0.0,11.527678
20240314,22.990906,8.52002,0.0,8.998618
20240315,22.9328,10.688477,0.0,14.371611
20240316,25.39853,10.82608,0.0,11.478799
20240317,28.011444,14.05722,0.0,4.4255476
20240318,30.988098,15.904968,0.0,7.479885
