Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,17.49234,5.4064636,3.536738e-08,14.163501
20240314,12.888306,0.43728638,0.0,14.044635
20240315,8.194489,-2.745453,0.0,10.215083
20240316,10.363922,-3.5378723,0.0,8.363608
20240317,11.160004,-2.1374512,0.0,4.8483515
20240318,13.209198,-2.2775574,0.0,4.269516
20240319,15.642883,-0.34838867,0.0,5.2136307
