Time,Maximum temperature,Minimum temperature,Rainfall,Maximum Windspeed 10m
20240313,34.0278,20.27005,0.0,4.846316
20240314,34.222473,18.904694,0.0,4.1418886
20240315,34.578247,18.762451,0.0,4.0488124
20240316,35.58072,19.19632,0.0,3.5194654
20240317,37.146423,21.844513,0.0,3.5775454
20240318,38.20465,20.783234,0.0,3.7972908
20240319,39.105927,22.52127,0.0,4.2845683
